TimeCDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:51 AM,73.9,66.0,76,29.96,10.0,SW,4.6,-,N/A,,Overcast,230,2015-05-15 05:51:00
1:05 AM,73.0,66.0,79,30.00,10.0,SW,4.6,-,0.00,Rain-Thunderstorm,Light Thunderstorms and Rain,230,2015-05-15 06:05:00
1:51 AM,73.0,68.0,84,29.94,10.0,WSW,4.6,-,0.00,Rain-Thunderstorm,Light Thunderstorms and Rain,240,2015-05-15 06:51:00
2:12 AM,72.0,68.0,87,29.98,10.0,Calm,Calm,-,0.00,Rain-Thunderstorm,Light Thunderstorms and Rain,0,2015-05-15 07:12:00
2:51 AM,72.0,68.0,87,29.93,10.0,West,5.8,-,0.00,Rain-Thunderstorm,Light Thunderstorms and Rain,270,2015-05-15 07:51:00
3:23 AM,71.6,68.0,88,29.95,10.0,East,3.5,-,N/A,Rain,Light Rain,100,2015-05-15 08:23:00
3:51 AM,71.1,69.1,93,29.91,10.0,Calm,Calm,-,0.01,Rain,Light Rain,0,2015-05-15 08:51:00
4:44 AM,71.6,69.8,94,29.95,10.0,Calm,Calm,-,N/A,Rain-Thunderstorm,Light Thunderstorms and Rain,0,2015-05-15 09:44:00
4:51 AM,72.0,69.1,91,29.90,10.0,Calm,Calm,-,0.01,Rain-Thunderstorm,Light Thunderstorms and Rain,0,2015-05-15 09:51:00
5:32 AM,73.4,69.8,88,29.96,7.0,NE,3.5,-,N/A,Rain-Thunderstorm,Light Thunderstorms and Rain,50,2015-05-15 10:32:00
5:51 AM,73.0,70.0,90,29.93,5.0,Calm,Calm,-,0.03,Rain-Thunderstorm,Light Thunderstorms and Rain,0,2015-05-15 10:51:00
5:58 AM,73.0,70.0,90,29.98,5.0,Calm,Calm,-,0.01,Rain-Thunderstorm,Light Thunderstorms and Rain,0,2015-05-15 10:58:00
6:17 AM,73.0,70.0,90,29.98,5.0,Calm,Calm,-,0.05,Rain-Thunderstorm,Light Thunderstorms and Rain,0,2015-05-15 11:17:00
6:47 AM,73.4,69.8,88,30.00,5.0,Calm,Calm,-,0.09,Rain-Thunderstorm,Light Thunderstorms and Rain,0,2015-05-15 11:47:00
6:51 AM,73.0,70.0,90,29.95,4.0,Calm,Calm,-,0.09,Rain-Thunderstorm,Light Thunderstorms and Rain,0,2015-05-15 11:51:00
7:04 AM,73.0,70.0,90,30.01,2.0,WNW,4.6,-,0.04,Rain-Thunderstorm,Thunderstorms and Rain,300,2015-05-15 12:04:00
7:34 AM,71.1,68.0,90,30.02,3.0,NW,9.2,-,0.13,Rain-Thunderstorm,Thunderstorms and Rain,320,2015-05-15 12:34:00
7:51 AM,71.1,66.9,87,29.99,2.0,WNW,10.4,-,0.20,Rain-Thunderstorm,Thunderstorms and Rain,300,2015-05-15 12:51:00
7:53 AM,69.8,66.2,88,30.03,2.0,NW,10.4,-,N/A,Rain-Thunderstorm,Heavy Thunderstorms and Rain,310,2015-05-15 12:53:00
7:55 AM,69.8,66.2,88,30.03,2.0,NW,11.5,-,N/A,Rain-Thunderstorm,Heavy Thunderstorms and Rain,310,2015-05-15 12:55:00
8:45 AM,69.8,66.2,88,30.03,2.0,Calm,Calm,-,0.44,Rain-Thunderstorm,Thunderstorms and Rain,0,2015-05-15 13:45:00
8:51 AM,70.0,66.0,87,29.99,3.0,East,10.4,-,0.49,Rain-Thunderstorm,Thunderstorms and Rain,90,2015-05-15 13:51:00
9:51 AM,69.1,64.9,87,29.93,6.0,ESE,17.3,-,0.19,Rain-Thunderstorm,Light Thunderstorms and Rain,110,2015-05-15 14:51:00
10:17 AM,70.0,66.0,87,29.97,10.0,East,11.5,-,0.01,Rain,Light Rain,100,2015-05-15 15:17:00
10:51 AM,70.0,66.0,87,29.95,10.0,East,5.8,-,0.02,Rain,Light Rain,100,2015-05-15 15:51:00
11:51 AM,70.0,66.0,87,29.94,10.0,East,4.6,-,0.04,Rain-Thunderstorm,Light Thunderstorms and Rain,90,2015-05-15 16:51:00
12:51 PM,70.0,66.0,87,29.91,10.0,East,5.8,-,0.04,Rain,Light Rain,90,2015-05-15 17:51:00
1:51 PM,71.1,64.9,81,29.87,10.0,Calm,Calm,-,0.00,,Overcast,0,2015-05-15 18:51:00
2:51 PM,72.0,66.0,81,29.87,10.0,East,3.5,-,N/A,,Overcast,90,2015-05-15 19:51:00
3:51 PM,77.0,66.0,69,29.86,10.0,SSW,5.8,-,N/A,,Mostly Cloudy,200,2015-05-15 20:51:00
4:51 PM,79.0,64.9,62,29.83,10.0,SE,10.4,-,N/A,,Scattered Clouds,140,2015-05-15 21:51:00
5:51 PM,78.1,64.9,64,29.83,10.0,ESE,5.8,-,N/A,,Partly Cloudy,110,2015-05-15 22:51:00
6:51 PM,75.9,66.0,71,29.83,10.0,East,9.2,-,N/A,,Scattered Clouds,90,2015-05-15 23:51:00
7:51 PM,73.9,66.0,76,29.83,10.0,ESE,10.4,-,N/A,,Scattered Clouds,120,2015-05-16 00:51:00
8:51 PM,73.0,66.9,81,29.86,10.0,SSE,11.5,-,N/A,,Scattered Clouds,150,2015-05-16 01:51:00
9:51 PM,70.0,66.0,87,29.88,10.0,SSE,8.1,-,N/A,,Partly Cloudy,150,2015-05-16 02:51:00
10:51 PM,69.1,66.0,90,29.87,10.0,ESE,6.9,-,N/A,,Mostly Cloudy,120,2015-05-16 03:51:00
11:31 PM,69.1,66.0,90,29.91,10.0,SE,3.5,-,N/A,,Partly Cloudy,130,2015-05-16 04:31:00
11:51 PM,68.0,64.9,90,29.86,10.0,SE,4.6,-,N/A,,Partly Cloudy,140,2015-05-16 04:51:00
