TimeCST,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:16 AM,68.0,64.0,87,29.49,10.0,SSW,10.4,18.4,N/A,,Overcast,200,2015-12-23 06:16:00
12:53 AM,69.1,63.0,81,29.46,10.0,SSW,8.1,-,N/A,,Overcast,200,2015-12-23 06:53:00
1:36 AM,68.0,64.0,87,29.45,10.0,South,12.7,-,N/A,,Overcast,180,2015-12-23 07:36:00
1:53 AM,68.0,64.0,87,29.43,10.0,South,8.1,-,0.00,Rain,Light Rain,190,2015-12-23 07:53:00
2:30 AM,68.0,64.0,87,29.44,10.0,South,17.3,-,0.00,,Overcast,180,2015-12-23 08:30:00
2:53 AM,68.0,64.0,87,29.41,10.0,South,13.8,25.3,0.00,,Overcast,190,2015-12-23 08:53:00
3:53 AM,69.1,64.0,84,29.42,10.0,SSW,11.5,-,N/A,,Overcast,210,2015-12-23 09:53:00
4:31 AM,69.8,64.4,83,29.44,10.0,SSW,10.4,-,N/A,,Overcast,210,2015-12-23 10:31:00
4:36 AM,69.1,64.0,84,29.43,10.0,SW,12.7,23.0,N/A,Thunderstorm,Thunderstorm,220,2015-12-23 10:36:00
4:53 AM,68.0,64.0,87,29.41,10.0,SSW,10.4,-,N/A,Thunderstorm,Thunderstorm,210,2015-12-23 10:53:00
5:24 AM,68.0,64.0,87,29.43,10.0,SW,10.4,21.9,N/A,,Overcast,220,2015-12-23 11:24:00
5:53 AM,68.0,62.1,81,29.42,10.0,SSW,13.8,21.9,N/A,,Overcast,210,2015-12-23 11:53:00
6:50 AM,68.0,60.8,78,29.44,10.0,SW,10.4,-,N/A,Thunderstorm,Thunderstorm,230,2015-12-23 12:50:00
6:53 AM,66.9,61.0,81,29.42,10.0,SW,10.4,17.3,N/A,Thunderstorm,Thunderstorm,220,2015-12-23 12:53:00
7:06 AM,66.9,61.0,81,29.45,10.0,SW,9.2,21.9,N/A,,Mostly Cloudy,220,2015-12-23 13:06:00
7:53 AM,66.9,57.9,73,29.45,10.0,SW,9.2,-,N/A,,Mostly Cloudy,230,2015-12-23 13:53:00
8:53 AM,68.0,48.0,49,29.46,10.0,WSW,11.5,19.6,N/A,,Partly Cloudy,240,2015-12-23 14:53:00
9:53 AM,69.1,43.0,39,29.47,10.0,West,15.0,24.2,N/A,,Partly Cloudy,260,2015-12-23 15:53:00
10:53 AM,71.1,39.0,31,29.48,10.0,West,17.3,27.6,N/A,,Partly Cloudy,280,2015-12-23 16:53:00
11:53 AM,72.0,37.9,29,29.47,10.0,WNW,17.3,29.9,N/A,,Clear,290,2015-12-23 17:53:00
12:53 PM,73.0,37.9,28,29.47,10.0,West,16.1,24.2,N/A,,Clear,270,2015-12-23 18:53:00
1:53 PM,73.9,37.9,27,29.47,10.0,West,16.1,21.9,N/A,,Clear,280,2015-12-23 19:53:00
2:53 PM,73.9,36.0,25,29.49,10.0,West,18.4,25.3,N/A,,Partly Cloudy,260,2015-12-23 20:53:00
3:53 PM,73.9,37.0,26,29.50,10.0,West,10.4,-,N/A,,Scattered Clouds,270,2015-12-23 21:53:00
4:53 PM,72.0,37.0,28,29.52,10.0,WNW,10.4,-,N/A,,Mostly Cloudy,300,2015-12-23 22:53:00
5:53 PM,69.1,37.0,31,29.55,10.0,North,4.6,-,N/A,,Mostly Cloudy,360,2015-12-23 23:53:00
6:53 PM,66.9,37.9,34,29.58,10.0,ENE,4.6,-,N/A,,Mostly Cloudy,60,2015-12-24 00:53:00
7:53 PM,62.1,39.9,44,29.61,10.0,ENE,4.6,-,N/A,,Mostly Cloudy,70,2015-12-24 01:53:00
8:53 PM,61.0,39.9,46,29.63,10.0,SE,4.6,-,N/A,,Mostly Cloudy,130,2015-12-24 02:53:00
9:53 PM,59.0,39.9,49,29.65,10.0,East,5.8,-,N/A,,Mostly Cloudy,100,2015-12-24 03:53:00
10:53 PM,59.0,39.9,49,29.68,10.0,ESE,6.9,-,N/A,,Overcast,120,2015-12-24 04:53:00
11:53 PM,55.0,41.0,59,29.69,10.0,NE,4.6,-,N/A,,Mostly Cloudy,50,2015-12-24 05:53:00
