TimeCST,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:51 AM,73.9,69.1,85,29.58,10.0,SSE,23.0,33.4,0.01,,Overcast,160,2015-12-13 06:51:00
1:47 AM,73.4,69.8,88,29.63,8.0,SSE,18.4,26.5,0.00,,Overcast,160,2015-12-13 07:47:00
1:51 AM,73.9,69.1,85,29.58,8.0,South,16.1,28.8,0.00,,Overcast,180,2015-12-13 07:51:00
2:02 AM,66.9,60.1,79,29.70,10.0,NNW,31.1,41.4,N/A,,Overcast,330,2015-12-13 08:02:00
2:26 AM,54.0,50.0,86,29.70,2.0,NW,25.3,41.4,0.03,Rain,Heavy Rain,320,2015-12-13 08:26:00
2:33 AM,54.0,50.0,86,29.69,1.5,NW,21.9,36.8,0.19,Rain-Thunderstorm,Heavy Thunderstorms and Rain,320,2015-12-13 08:33:00
2:51 AM,54.0,50.0,86,29.65,1.5,NW,23.0,35.7,0.46,Rain-Thunderstorm,Heavy Thunderstorms and Rain,320,2015-12-13 08:51:00
3:07 AM,51.1,46.9,86,29.69,2.5,NW,18.4,33.4,0.17,Rain,Heavy Rain,320,2015-12-13 09:07:00
3:18 AM,51.1,46.9,86,29.68,4.0,NNW,19.6,31.1,0.20,Rain,Light Rain,330,2015-12-13 09:18:00
3:51 AM,52.0,50.0,93,29.65,6.0,NNW,11.5,21.9,0.26,Rain,Light Rain,330,2015-12-13 09:51:00
4:51 AM,52.0,46.9,83,29.67,8.0,NW,9.2,-,0.01,Rain,Light Rain,310,2015-12-13 10:51:00
5:51 AM,53.1,46.0,77,29.69,10.0,NW,4.6,-,0.00,,Overcast,310,2015-12-13 11:51:00
6:51 AM,53.1,46.0,77,29.70,10.0,NW,4.6,-,0.00,Rain,Light Rain,310,2015-12-13 12:51:00
7:51 AM,54.0,46.0,75,29.73,10.0,Calm,Calm,-,0.00,,Overcast,0,2015-12-13 13:51:00
8:51 AM,54.0,46.0,75,29.74,10.0,Calm,Calm,-,0.00,Rain,Light Rain,0,2015-12-13 14:51:00
9:51 AM,55.0,48.0,77,29.74,10.0,Calm,Calm,-,0.00,,Overcast,0,2015-12-13 15:51:00
10:51 AM,57.9,43.0,58,29.74,10.0,Calm,Calm,-,N/A,,Overcast,0,2015-12-13 16:51:00
11:21 AM,59.0,39.0,48,29.78,10.0,West,15.0,19.6,N/A,,Overcast,280,2015-12-13 17:21:00
11:51 AM,62.1,39.0,43,29.70,10.0,WNW,13.8,-,N/A,,Overcast,290,2015-12-13 17:51:00
12:51 PM,63.0,37.0,38,29.66,10.0,West,13.8,25.3,N/A,,Mostly Cloudy,270,2015-12-13 18:51:00
1:51 PM,63.0,39.9,43,29.65,10.0,SW,12.7,19.6,N/A,,Mostly Cloudy,220,2015-12-13 19:51:00
2:51 PM,66.0,43.0,43,29.65,10.0,WSW,12.7,-,N/A,,Scattered Clouds,240,2015-12-13 20:51:00
3:51 PM,68.0,30.9,25,29.65,10.0,West,18.4,26.5,N/A,,Partly Cloudy,270,2015-12-13 21:51:00
4:51 PM,66.0,33.1,29,29.67,10.0,West,11.5,-,N/A,,Partly Cloudy,260,2015-12-13 22:51:00
5:51 PM,60.1,34.0,38,29.69,10.0,West,6.9,-,N/A,,Clear,270,2015-12-13 23:51:00
6:51 PM,55.9,36.0,47,29.71,10.0,West,8.1,-,N/A,,Clear,270,2015-12-14 00:51:00
7:51 PM,57.0,35.1,44,29.74,10.0,WSW,5.8,-,N/A,,Clear,240,2015-12-14 01:51:00
8:51 PM,52.0,39.0,61,29.75,10.0,WNW,4.6,-,N/A,,Clear,290,2015-12-14 02:51:00
9:51 PM,54.0,37.0,53,29.77,10.0,SW,5.8,-,N/A,,Clear,220,2015-12-14 03:51:00
10:51 PM,48.9,37.0,64,29.76,10.0,NW,6.9,-,N/A,,Clear,320,2015-12-14 04:51:00
11:43 PM,54.0,42.1,64,29.81,10.0,SSW,16.1,-,N/A,,Clear,210,2015-12-14 05:43:00
11:51 PM,53.1,42.1,66,29.77,10.0,WSW,9.2,-,N/A,,Clear,250,2015-12-14 05:51:00
