TimeCDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:53 AM,72.0,50.0,46,30.02,10.0,SE,10.4,-,N/A,,Clear,140,2015-09-15 05:53:00
1:53 AM,73.0,51.1,46,30.01,10.0,SSE,13.8,-,N/A,,Partly Cloudy,150,2015-09-15 06:53:00
2:53 AM,71.1,54.0,55,30.02,10.0,SE,10.4,-,N/A,,Clear,140,2015-09-15 07:53:00
3:53 AM,71.1,57.9,63,30.02,10.0,SSE,10.4,-,N/A,,Clear,150,2015-09-15 08:53:00
4:53 AM,71.1,59.0,66,30.01,10.0,SSE,9.2,-,N/A,,Clear,160,2015-09-15 09:53:00
5:53 AM,70.0,60.1,71,30.02,10.0,SSE,9.2,-,N/A,,Mostly Cloudy,150,2015-09-15 10:53:00
6:53 AM,69.1,57.9,68,30.03,10.0,SE,6.9,-,N/A,,Scattered Clouds,130,2015-09-15 11:53:00
7:44 AM,69.1,57.9,68,30.07,10.0,ESE,8.1,-,N/A,,Mostly Cloudy,120,2015-09-15 12:44:00
7:53 AM,70.0,57.9,65,30.05,10.0,ESE,8.1,-,N/A,,Mostly Cloudy,110,2015-09-15 12:53:00
8:11 AM,70.0,59.0,68,30.07,10.0,ESE,6.9,-,N/A,,Mostly Cloudy,110,2015-09-15 13:11:00
8:50 AM,73.4,60.8,65,30.08,10.0,SE,9.2,-,N/A,,Mostly Cloudy,130,2015-09-15 13:50:00
8:53 AM,73.0,61.0,66,30.06,10.0,SE,11.5,-,N/A,,Mostly Cloudy,130,2015-09-15 13:53:00
9:02 AM,73.0,61.0,66,30.08,10.0,SE,11.5,-,N/A,,Mostly Cloudy,130,2015-09-15 14:02:00
9:39 AM,75.0,62.1,64,30.09,10.0,SE,10.4,-,N/A,,Overcast,130,2015-09-15 14:39:00
9:53 AM,75.0,63.0,66,30.08,10.0,SE,11.5,-,N/A,,Overcast,130,2015-09-15 14:53:00
10:04 AM,75.9,64.0,67,30.10,10.0,SE,9.2,-,N/A,,Overcast,130,2015-09-15 15:04:00
10:47 AM,77.0,66.2,69,30.10,10.0,SE,9.2,-,N/A,,Mostly Cloudy,140,2015-09-15 15:47:00
10:53 AM,79.0,66.0,64,30.08,10.0,SSE,8.1,-,N/A,,Mostly Cloudy,150,2015-09-15 15:53:00
11:00 AM,78.1,66.0,66,30.10,10.0,SE,11.5,-,N/A,,Mostly Cloudy,140,2015-09-15 16:00:00
11:49 AM,80.6,68.0,65,30.10,10.0,SSE,10.4,-,N/A,,Mostly Cloudy,160,2015-09-15 16:49:00
11:53 AM,81.0,68.0,65,30.08,10.0,SE,13.8,-,N/A,,Mostly Cloudy,140,2015-09-15 16:53:00
12:53 PM,82.9,69.1,63,30.07,10.0,SSE,11.5,-,N/A,,Mostly Cloudy,150,2015-09-15 17:53:00
1:53 PM,84.9,69.1,59,30.05,10.0,South,12.7,-,N/A,,Overcast,180,2015-09-15 18:53:00
2:53 PM,86.0,70.0,59,30.03,10.0,SSE,10.4,-,N/A,,Mostly Cloudy,150,2015-09-15 19:53:00
3:53 PM,87.1,68.0,53,30.00,10.0,South,9.2,-,N/A,,Mostly Cloudy,190,2015-09-15 20:53:00
4:53 PM,90.0,68.0,48,29.99,10.0,South,11.5,-,N/A,,Scattered Clouds,180,2015-09-15 21:53:00
5:53 PM,89.1,66.9,48,29.98,10.0,South,11.5,-,N/A,,Partly Cloudy,170,2015-09-15 22:53:00
6:53 PM,88.0,66.9,49,29.98,10.0,SE,15.0,-,N/A,,Partly Cloudy,130,2015-09-15 23:53:00
7:53 PM,87.1,66.9,51,29.98,10.0,SE,9.2,-,N/A,,Scattered Clouds,140,2015-09-16 00:53:00
8:53 PM,82.9,70.0,65,30.02,10.0,SE,21.9,-,0.00,Rain,Light Rain,140,2015-09-16 01:53:00
9:53 PM,82.0,70.0,67,30.02,10.0,SSE,12.7,-,0.00,,Partly Cloudy,150,2015-09-16 02:53:00
10:53 PM,80.1,70.0,71,30.03,10.0,SSE,13.8,-,N/A,,Partly Cloudy,160,2015-09-16 03:53:00
11:53 PM,80.1,70.0,71,30.03,10.0,SSE,16.1,-,N/A,,Partly Cloudy,160,2015-09-16 04:53:00
