OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
12/23/2015,01:00,8775.47,1141.99,1939.13,535.71,8752.11,2432.56,4734.02,1276.36,29587.35,N
12/23/2015,02:00,8404.11,1102.52,1930.04,527.21,8260.54,2304.85,4464.96,1233.51,28227.74,N
12/23/2015,03:00,8146.98,1071.98,1921.05,541.49,8009.41,2206.96,4319.83,1198.99,27416.69,N
12/23/2015,04:00,8044.70,1049.41,1926.07,572.37,7915.75,2163.67,4237.51,1158.88,27068.35,N
12/23/2015,05:00,8144.76,1067.08,1940.35,583.67,8046.38,2168.66,4259.02,1153.41,27363.33,N
12/23/2015,06:00,8521.32,1105.77,1974.07,545.50,8565.36,2248.28,4461.09,1258.73,28680.12,N
12/23/2015,07:00,9103.39,1202.40,2026.27,593.23,9378.81,2417.37,4808.28,1337.29,30867.03,N
12/23/2015,08:00,9508.99,1274.26,2061.36,664.66,9924.32,2500.51,5050.05,1351.38,32335.53,N
12/23/2015,09:00,9841.53,1302.14,2061.83,719.29,10185.58,2568.69,5248.35,1317.62,33245.03,N
12/23/2015,10:00,10197.07,1384.23,2052.08,709.19,10572.61,2730.76,5493.24,1331.67,34470.85,N
12/23/2015,11:00,10676.95,1362.67,2041.28,739.25,10826.14,2905.30,5662.07,1296.17,35509.82,N
12/23/2015,12:00,11022.80,1411.37,2021.92,756.36,10933.22,3068.94,5794.27,1251.46,36260.34,N
12/23/2015,13:00,11226.50,1392.50,1997.17,827.47,10922.20,3202.74,5903.35,1177.42,36649.34,N
12/23/2015,14:00,11462.19,1423.85,1994.83,811.86,10925.24,3323.67,5997.96,1183.54,37123.13,N
12/23/2015,15:00,11638.02,1414.18,1985.36,836.53,10886.95,3387.15,6066.48,1121.43,37336.12,N
12/23/2015,16:00,11633.34,1417.35,1970.62,834.47,10801.33,3402.53,6096.48,1114.89,37271.02,N
12/23/2015,17:00,11322.52,1394.73,1962.90,826.25,10703.54,3329.90,6070.79,1079.62,36690.25,N
12/23/2015,18:00,11153.13,1424.07,1962.45,833.80,11063.15,3209.37,6101.97,1081.23,36829.16,N
12/23/2015,19:00,11183.27,1427.05,2020.46,871.21,11554.31,3277.81,6322.83,1140.62,37797.57,N
12/23/2015,20:00,10797.53,1392.35,2019.75,818.49,11270.31,3189.03,6129.52,1180.63,36797.61,N
12/23/2015,21:00,10498.52,1359.39,2016.74,798.11,10973.34,3067.68,5928.43,1196.71,35838.91,N
12/23/2015,22:00,10134.62,1254.08,2013.85,782.43,10617.31,2965.75,5696.37,1175.67,34640.08,N
12/23/2015,23:00,9597.58,1188.47,1974.73,694.49,10019.79,2826.52,5340.23,1198.07,32839.89,N
12/23/2015,24:00,8936.49,1085.81,1947.19,617.30,9245.95,2635.62,4908.73,1197.36,30574.45,N
