OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
09/15/2015,01:00,10298.56,1278.22,2050.75,707.58,10744.87,2947.67,5793.73,1399.40,35220.78,N
09/15/2015,02:00,9882.29,1222.02,1999.98,659.74,9979.64,2784.42,5422.73,1354.42,33305.22,N
09/15/2015,03:00,9614.83,1171.25,1965.96,637.01,9539.15,2679.14,5244.61,1308.59,32160.54,N
09/15/2015,04:00,9444.42,1158.01,1942.13,635.49,9295.25,2617.08,5186.21,1268.24,31546.83,N
09/15/2015,05:00,9534.91,1166.26,1931.06,654.25,9381.85,2620.49,5248.89,1224.77,31762.48,N
09/15/2015,06:00,10119.39,1219.61,1940.91,649.45,9962.99,2731.56,5587.18,1261.18,33472.26,N
09/15/2015,07:00,10956.96,1363.09,1987.10,712.42,11073.56,3027.88,6273.44,1325.75,36720.19,N
09/15/2015,08:00,11112.60,1370.91,2024.50,730.55,11584.71,3092.48,6506.42,1340.63,37762.80,N
09/15/2015,09:00,11614.51,1465.47,2020.75,763.04,11886.46,3142.96,6514.53,1313.75,38721.48,N
09/15/2015,10:00,12603.74,1596.33,2077.11,801.24,12426.98,3357.99,6760.87,1413.35,41037.61,N
09/15/2015,11:00,13628.19,1736.29,2140.76,857.44,13117.13,3657.22,7112.85,1454.76,43704.65,N
09/15/2015,12:00,14366.38,1973.02,2209.63,967.18,13918.98,3970.84,7509.58,1480.21,46395.81,N
09/15/2015,13:00,15195.34,2483.78,2296.15,1053.21,14402.38,4173.82,8020.86,1536.23,49161.76,N
09/15/2015,14:00,15859.88,2008.11,2387.10,1088.68,15923.68,4328.67,8622.38,1663.16,51881.64,N
09/15/2015,15:00,16291.75,2088.64,2468.57,1111.04,16520.82,4386.24,9123.93,1748.68,53739.67,N
09/15/2015,16:00,16507.22,2149.03,2527.84,1181.20,17145.10,4392.81,9541.66,1817.84,55262.71,N
09/15/2015,17:00,16409.69,2188.28,2570.99,1170.25,17816.71,4358.42,9729.45,1877.64,56121.43,N
09/15/2015,18:00,16041.64,2141.76,2567.18,1139.96,18147.01,4272.08,9632.36,1932.26,55874.25,N
09/15/2015,19:00,15311.56,2076.19,2523.19,1110.72,17889.15,4117.24,9384.19,1910.90,54323.12,N
09/15/2015,20:00,14885.05,2023.15,2460.84,1083.22,17385.83,3978.63,9082.17,1816.40,52715.28,N
09/15/2015,21:00,14732.27,2025.75,2436.06,1048.07,17228.23,4015.23,9010.21,1849.25,52345.06,N
09/15/2015,22:00,14047.06,1876.94,2384.21,991.24,16423.05,3814.41,8527.06,1821.16,49885.14,N
09/15/2015,23:00,12923.24,1652.53,2293.01,922.89,15044.06,3518.21,7730.36,1711.93,45796.23,N
09/15/2015,24:00,11866.58,1512.43,2204.69,853.52,13787.11,3215.46,6961.81,1600.37,42001.97,N
