OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
08/08/2015,01:00,13136.96,1937.99,2323.56,1004.27,15711.46,3733.75,7885.36,1588.10,47321.45,N
08/08/2015,02:00,12379.92,1867.59,2264.74,959.24,14691.47,3538.20,7251.85,1489.22,44442.22,N
08/08/2015,03:00,11738.46,1807.82,2204.19,943.31,13932.96,3381.13,6816.21,1378.17,42202.25,N
08/08/2015,04:00,11299.84,1745.39,2152.15,904.16,13444.46,3285.70,6550.37,1334.99,40717.06,N
08/08/2015,05:00,11068.82,1725.03,2117.06,845.46,13073.00,3219.20,6397.53,1339.01,39785.12,N
08/08/2015,06:00,11043.56,1721.39,2105.69,878.21,12960.35,3195.13,6411.88,1335.09,39651.30,N
08/08/2015,07:00,11116.37,1749.95,2102.61,867.60,12962.76,3241.58,6489.37,1365.09,39895.32,N
08/08/2015,08:00,11162.15,1750.82,2083.88,850.12,13102.69,3251.86,6517.65,1334.00,40053.18,N
08/08/2015,09:00,12094.62,1877.03,2140.57,964.02,14196.02,3473.21,6923.55,1368.96,43037.98,N
08/08/2015,10:00,13285.16,2032.52,2239.81,1000.97,15611.68,3761.99,7487.80,1529.75,46949.68,N
08/08/2015,11:00,14499.00,2183.00,2344.78,1075.52,17104.61,4139.23,8160.07,1621.77,51127.97,N
08/08/2015,12:00,15577.00,2336.44,2439.63,1227.75,18494.28,4486.40,8854.13,1708.86,55124.49,N
08/08/2015,13:00,16526.01,2469.68,2528.10,1450.85,19763.45,4755.06,9508.05,1717.59,58718.79,N
08/08/2015,14:00,17250.14,2656.97,2604.61,1541.13,20769.55,4961.23,10071.36,1790.22,61645.21,N
08/08/2015,15:00,17892.99,2780.72,2660.09,1569.45,21617.73,5097.75,10527.69,1879.23,64025.64,N
08/08/2015,16:00,18246.68,2921.55,2693.68,1616.70,22163.26,5183.43,10904.33,1936.33,65665.96,N
08/08/2015,17:00,18372.38,3006.52,2726.61,1625.62,22540.35,5203.51,11141.96,1970.39,66587.33,N
08/08/2015,18:00,18234.17,2922.55,2716.33,1587.69,22544.64,5139.97,11195.19,2014.49,66355.02,N
08/08/2015,19:00,17740.84,2752.47,2678.32,1508.78,22184.14,4985.85,11084.20,2040.88,64975.48,N
08/08/2015,20:00,16988.04,2570.88,2578.20,1431.29,21384.53,4742.16,10675.80,2002.32,62373.22,N
08/08/2015,21:00,16479.30,2550.67,2477.37,1295.69,20415.17,4574.82,10304.38,1969.93,60067.34,N
08/08/2015,22:00,15854.04,2424.28,2454.61,1250.11,19612.73,4459.59,9967.55,1934.53,57957.44,N
08/08/2015,23:00,14913.88,2253.63,2408.56,1184.46,18332.01,4177.16,9252.54,1844.71,54366.95,N
08/08/2015,24:00,13907.39,2067.32,2364.78,1159.38,16952.37,3918.91,8463.48,1766.77,50600.41,N
