OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
09/24/2014,01:00,9086.14,1184.40,1791.85,781.34,9583.79,2587.33,5184.72,1155.67,31355.23,N
09/24/2014,02:00,8746.27,1118.74,1747.94,754.19,8959.15,2499.66,4812.81,1055.28,29694.04,N
09/24/2014,03:00,8461.83,1081.77,1720.79,728.16,8488.72,2454.57,4548.64,974.60,28459.09,N
09/24/2014,04:00,8347.44,1054.24,1715.73,718.25,8362.31,2393.65,4397.94,955.83,27945.37,N
09/24/2014,05:00,8463.25,1045.09,1720.33,730.81,8405.57,2384.31,4376.19,938.97,28064.53,N
09/24/2014,06:00,9005.78,1122.83,1744.80,761.22,9002.11,2485.63,4648.14,968.48,29738.99,N
09/24/2014,07:00,9806.45,1299.63,1806.82,824.55,10161.56,2805.40,5260.48,1043.17,33008.06,N
09/24/2014,08:00,9863.83,1305.13,1854.66,845.29,10538.48,2872.18,5467.85,1079.88,33827.30,N
09/24/2014,09:00,9990.78,1315.06,1845.76,853.22,10693.62,2853.26,5447.62,1070.28,34069.60,N
09/24/2014,10:00,10426.70,1383.16,1873.52,876.04,11252.08,3037.84,5640.83,1098.64,35588.80,N
09/24/2014,11:00,10997.48,1452.57,1906.09,921.07,11857.43,3273.32,5988.25,1138.56,37534.77,N
09/24/2014,12:00,11627.73,1526.87,1952.28,951.33,12554.83,3525.54,6292.80,1194.16,39625.54,N
09/24/2014,13:00,12201.67,1637.68,2002.28,980.50,13258.45,3730.70,6687.51,1250.92,41749.70,N
09/24/2014,14:00,12775.96,1715.51,2051.45,1049.11,14078.79,3944.13,7069.66,1336.05,44020.65,N
09/24/2014,15:00,13163.29,1808.12,2132.18,973.09,14908.90,4024.58,7461.08,1389.79,45861.02,N
09/24/2014,16:00,13440.48,1854.65,2174.74,1138.40,15688.96,4005.54,7776.59,1407.04,47486.39,N
09/24/2014,17:00,13475.98,1922.98,2187.21,1152.49,16258.63,3992.30,8022.23,1455.64,48467.46,N
09/24/2014,18:00,13283.10,1903.29,2157.89,1153.15,16300.70,3918.06,8026.48,1439.50,48182.17,N
09/24/2014,19:00,12740.86,1846.68,2122.38,1111.78,15714.01,3794.08,7760.93,1388.88,46479.59,N
09/24/2014,20:00,12673.54,1799.69,2069.30,1085.62,15015.65,3718.84,7554.80,1341.87,45259.31,N
09/24/2014,21:00,12548.26,1737.71,2041.85,1049.76,14503.89,3732.24,7480.10,1347.94,44441.74,N
09/24/2014,22:00,11904.90,1629.52,2012.47,968.17,13511.50,3532.23,7006.10,1257.76,41822.64,N
09/24/2014,23:00,10998.44,1445.58,1929.88,914.24,12085.92,3230.53,6330.62,1150.22,38085.43,N
09/24/2014,24:00,10032.48,1278.86,1841.59,817.81,10700.77,2895.98,5626.44,1055.04,34248.97,N
