OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
07/10/2014,01:00,11861.84,1642.02,2014.50,998.63,13700.02,3015.89,6815.22,1312.99,41361.12,N
07/10/2014,02:00,11145.43,1538.10,1952.03,945.82,12718.95,2822.68,6275.39,1231.83,38630.23,N
07/10/2014,03:00,10615.01,1461.58,1897.71,906.58,12060.28,2701.09,5862.46,1176.29,36681.01,N
07/10/2014,04:00,10308.32,1408.58,1862.35,892.81,11645.39,2620.55,5591.54,1133.72,35463.26,N
07/10/2014,05:00,10276.47,1394.89,1848.52,879.91,11576.20,2587.76,5487.73,1116.29,35167.76,N
07/10/2014,06:00,10628.46,1451.59,1844.74,886.11,11926.04,2633.92,5649.68,1126.61,36147.14,N
07/10/2014,07:00,11007.37,1492.13,1868.56,918.13,12473.29,2754.44,5965.96,1151.70,37631.57,N
07/10/2014,08:00,11366.30,1610.92,1878.24,929.97,12934.91,2817.38,6146.25,1172.93,38856.90,N
07/10/2014,09:00,12285.50,1718.89,1937.16,1010.82,13822.36,2914.56,6532.72,1242.84,41464.84,N
07/10/2014,10:00,13292.16,1825.84,1994.91,1083.16,14905.13,3065.03,7064.06,1335.02,44565.31,N
07/10/2014,11:00,14135.19,1944.70,2071.75,1170.91,16300.30,3214.57,7639.03,1440.38,47916.83,N
07/10/2014,12:00,14764.93,2066.88,2143.37,1261.42,17589.60,3296.72,8135.03,1532.57,50790.53,N
07/10/2014,13:00,15385.25,2177.97,2197.97,1309.42,18635.40,3370.36,8569.11,1609.43,53254.92,N
07/10/2014,14:00,16051.59,2302.64,2263.23,1390.32,19634.70,3451.31,9088.74,1690.82,55873.35,N
07/10/2014,15:00,16585.80,2414.56,2314.29,1431.23,20255.36,3568.19,9506.37,1749.84,57825.64,N
07/10/2014,16:00,16966.89,2451.99,2345.88,1481.30,20720.49,3630.64,9798.15,1792.18,59187.52,N
07/10/2014,17:00,17097.33,2500.92,2372.49,1487.69,21026.58,3566.58,9992.77,1811.30,59855.66,N
07/10/2014,18:00,16736.89,2461.63,2369.39,1483.62,21052.60,3435.86,9935.99,1805.90,59281.88,N
07/10/2014,19:00,15975.81,2393.15,2345.32,1425.67,20591.60,3310.48,9552.86,1784.63,57379.51,N
07/10/2014,20:00,15288.58,2286.21,2291.14,1378.06,19776.37,3208.94,9030.72,1713.04,54973.07,N
07/10/2014,21:00,14784.73,2171.17,2249.65,1304.70,18787.88,3187.77,8619.05,1632.40,52737.35,N
07/10/2014,22:00,14345.54,2122.32,2222.09,1252.10,18156.23,3219.90,8341.39,1599.69,51259.27,N
07/10/2014,23:00,13287.27,1971.68,2164.80,1172.91,16734.75,3072.71,7659.42,1503.31,47566.86,N
07/10/2014,24:00,12162.61,1731.10,2076.89,1041.39,15288.00,2860.01,6842.05,1397.11,43399.15,N
