OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
11/25/2015,01:00,8061.74,1168.41,1943.55,540.23,8464.81,2291.03,4412.61,1503.50,28385.88,N
11/25/2015,02:00,7827.40,1120.42,1927.36,498.79,8100.36,2178.47,4182.07,1433.76,27268.63,N
11/25/2015,03:00,7675.44,1092.77,1917.29,453.14,7863.57,2109.93,4088.03,1407.48,26607.65,N
11/25/2015,04:00,7654.37,1091.45,1921.69,471.44,7816.32,2073.12,4051.77,1384.84,26465.01,N
11/25/2015,05:00,7780.49,1109.47,1929.41,499.53,8029.22,2084.26,4135.47,1373.91,26941.76,N
11/25/2015,06:00,8174.74,1171.43,1949.85,518.37,8580.60,2178.77,4397.23,1425.46,28396.45,N
11/25/2015,07:00,8733.45,1257.09,1988.62,575.81,9344.04,2345.54,4844.61,1503.20,30592.35,N
11/25/2015,08:00,9024.06,1315.69,2018.98,627.74,9981.44,2433.38,5100.41,1472.32,31974.02,N
11/25/2015,09:00,9364.21,1358.90,2030.84,648.96,10418.12,2566.04,5302.05,1442.00,33131.12,N
11/25/2015,10:00,9700.01,1385.63,2033.27,593.77,10798.35,2728.11,5515.45,1550.90,34305.49,N
11/25/2015,11:00,9969.78,1401.19,2032.15,560.97,11035.95,2877.04,5685.23,1633.55,35195.86,N
11/25/2015,12:00,10116.12,1371.75,2023.54,536.83,11135.07,2986.43,5766.29,1645.75,35581.79,N
11/25/2015,13:00,10231.88,1346.29,2006.64,540.95,11059.33,3041.28,5788.29,1640.28,35654.94,N
11/25/2015,14:00,10428.42,1383.46,2011.25,554.72,10935.97,3081.96,5794.64,1668.43,35858.85,N
11/25/2015,15:00,10501.34,1393.15,1990.00,589.33,10755.54,3087.67,5770.02,1661.44,35748.49,N
11/25/2015,16:00,10424.07,1390.59,1983.39,609.33,10621.19,3057.06,5744.25,1662.03,35491.90,N
11/25/2015,17:00,10282.76,1378.12,1987.66,593.75,10606.34,3004.25,5756.50,1644.28,35253.65,N
11/25/2015,18:00,10577.01,1446.19,1997.35,621.41,11022.90,3045.12,5994.39,1635.89,36340.26,N
11/25/2015,19:00,10695.81,1470.86,2029.71,679.96,11329.88,3146.26,6167.72,1715.16,37235.36,N
11/25/2015,20:00,10512.91,1410.80,2026.21,642.25,11097.71,3103.35,6038.56,1738.13,36569.92,N
11/25/2015,21:00,10318.60,1349.40,2030.73,636.91,10816.23,3044.22,5882.75,1731.94,35810.79,N
11/25/2015,22:00,10033.02,1297.81,2010.17,606.72,10486.84,2969.69,5688.33,1703.13,34795.72,N
11/25/2015,23:00,9605.88,1236.65,1987.01,573.38,9903.76,2852.52,5375.20,1646.07,33180.48,N
11/25/2015,24:00,9067.05,1132.57,1950.95,535.39,9168.97,2676.63,4997.38,1558.77,31087.71,N
