OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
10/03/2015,01:00,8560.59,1011.12,1972.83,627.78,8721.22,2778.16,5122.87,1570.21,30364.78,N
10/03/2015,02:00,8117.92,963.78,1934.93,604.62,8049.88,2588.37,4704.33,1582.76,28546.59,N
10/03/2015,03:00,7825.13,930.52,1902.73,612.83,7563.72,2447.87,4435.94,1580.51,27299.24,N
10/03/2015,04:00,7667.78,909.72,1881.29,596.26,7418.79,2348.81,4259.17,1553.57,26635.39,N
10/03/2015,05:00,7619.32,900.49,1872.42,599.01,7448.94,2301.54,4172.28,1409.39,26323.38,N
10/03/2015,06:00,7714.68,913.17,1863.49,654.34,7862.95,2303.27,4197.85,1108.48,26618.24,N
10/03/2015,07:00,7964.34,961.00,1869.21,677.01,8284.45,2356.31,4377.73,1022.73,27512.79,N
10/03/2015,08:00,8111.97,978.94,1890.51,693.89,8638.71,2378.54,4472.87,1042.05,28207.48,N
10/03/2015,09:00,8494.56,1046.68,1900.11,729.29,9113.09,2519.86,4689.69,1038.46,29531.73,N
10/03/2015,10:00,9045.73,1118.48,1930.47,772.54,9705.36,2779.39,5054.17,1086.62,31492.74,N
10/03/2015,11:00,9578.18,1175.07,1957.29,788.44,10198.42,3070.93,5382.24,1120.23,33270.79,N
10/03/2015,12:00,9889.34,1220.15,1991.99,809.03,10564.96,3326.46,5706.33,1151.39,34659.64,N
10/03/2015,13:00,10218.42,1268.29,2018.65,819.35,10942.80,3570.50,6015.15,1189.26,36042.43,N
10/03/2015,14:00,10665.27,1324.72,2076.85,836.78,11359.59,3790.36,6381.00,1250.98,37685.54,N
10/03/2015,15:00,11141.43,1378.94,2132.13,834.68,11861.55,3976.13,6763.34,1334.99,39423.19,N
10/03/2015,16:00,11630.77,1429.76,2180.64,838.11,12368.90,4093.85,7105.95,1403.88,41051.85,N
10/03/2015,17:00,11908.28,1470.28,2209.75,827.57,12692.25,4123.64,7383.67,1462.89,42078.33,N
10/03/2015,18:00,11877.28,1464.63,2207.81,806.90,12677.56,4019.52,7419.11,1484.66,41957.48,N
10/03/2015,19:00,11394.58,1410.46,2166.09,796.16,12250.69,3767.79,7115.52,1428.41,40329.70,N
10/03/2015,20:00,11184.51,1395.41,2138.28,793.32,12097.47,3634.40,6902.17,1401.36,39546.92,N
10/03/2015,21:00,10854.60,1358.82,2122.46,810.10,11849.29,3529.82,6665.14,1369.89,38560.13,N
10/03/2015,22:00,10306.57,1272.50,2079.14,797.56,11366.89,3323.67,6250.81,1313.30,36710.44,N
10/03/2015,23:00,9694.04,1188.33,2027.86,761.38,10609.05,3112.80,5780.85,1251.81,34426.13,N
10/03/2015,24:00,9021.78,1103.49,1969.71,689.70,9766.78,2863.62,5292.53,1210.57,31918.18,N
