OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
10/13/2015,01:00,10970.04,1520.96,1890.68,721.41,10818.18,3221.26,6662.71,1084.18,36889.40,N
10/13/2015,02:00,10423.78,1379.82,1855.22,687.27,9932.62,3045.24,6242.05,1035.95,34601.96,N
10/13/2015,03:00,10080.72,1319.84,1834.36,670.69,9338.39,2923.49,5974.82,987.03,33129.34,N
10/13/2015,04:00,9907.33,1287.58,1820.18,684.76,8939.59,2852.22,5782.22,936.53,32210.42,N
10/13/2015,05:00,10012.17,1274.67,1822.46,692.89,8821.56,2836.47,5734.37,924.67,32119.25,N
10/13/2015,06:00,10687.16,1324.91,1845.66,717.28,9280.31,2945.74,5984.54,954.14,33739.73,N
10/13/2015,07:00,11584.12,1420.30,1905.22,793.90,10341.36,3261.72,6502.62,1033.27,36842.51,N
10/13/2015,08:00,11880.51,1452.67,1955.93,825.22,10801.51,3341.35,6507.97,1057.05,37822.20,N
10/13/2015,09:00,11877.49,1458.94,1944.67,823.35,10857.95,3337.31,6331.98,1058.31,37689.99,N
10/13/2015,10:00,12392.60,1523.93,1971.45,839.77,11340.57,3557.66,6549.80,1102.18,39277.97,N
10/13/2015,11:00,13138.31,1621.91,2013.43,871.09,12012.51,3826.42,6900.40,1136.05,41520.13,N
10/13/2015,12:00,13921.18,1728.14,2054.21,905.12,12750.52,4132.85,7298.89,1187.17,43978.09,N
10/13/2015,13:00,14684.64,1794.47,2090.69,931.82,13539.77,4402.02,7707.18,1243.42,46394.00,N
10/13/2015,14:00,15430.67,1897.73,2153.25,1009.55,14453.61,4661.54,8156.13,1327.95,49090.44,N
10/13/2015,15:00,16058.05,1982.46,2198.36,1061.20,15305.17,4854.10,8594.77,1409.78,51463.89,N
10/13/2015,16:00,16374.08,2037.58,2243.63,1096.13,16058.61,4746.97,8966.84,1497.90,53021.74,N
10/13/2015,17:00,16357.50,2052.48,2287.63,1125.33,16545.80,4532.83,9205.99,1560.28,53667.84,N
10/13/2015,18:00,15848.44,2015.76,2292.64,1122.57,16511.75,4337.48,9182.33,1554.09,52865.06,N
10/13/2015,19:00,14773.99,1921.90,2256.28,1077.26,15771.96,4146.72,8849.39,1497.73,50295.22,N
10/13/2015,20:00,14138.64,1861.10,2197.49,1030.62,15163.98,4097.53,8419.96,1429.79,48339.10,N
10/13/2015,21:00,13313.04,1752.86,2171.02,968.39,14354.73,4039.34,7952.12,1385.87,45937.37,N
10/13/2015,22:00,12331.23,1647.28,2105.67,832.28,13201.89,3843.92,7272.79,1367.53,42602.61,N
10/13/2015,23:00,11144.16,1470.45,2023.94,681.53,11843.54,3539.55,6426.23,1349.55,38478.95,N
10/13/2015,24:00,10088.63,1296.58,1952.23,575.74,10563.41,3231.26,5673.03,1280.25,34661.11,N
