OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
08/06/2014,01:00,11434.37,1611.03,2009.14,1007.85,13620.42,3477.67,7196.83,1282.96,41640.26,N
08/06/2014,02:00,10893.28,1505.74,1949.46,963.44,12808.77,3267.66,6648.52,1214.16,39251.01,N
08/06/2014,03:00,10468.53,1398.05,1912.03,940.20,12273.48,3117.28,6236.09,1165.04,37510.70,N
08/06/2014,04:00,10252.81,1355.11,1873.22,931.60,11922.35,3024.73,5969.07,1138.27,36467.15,N
08/06/2014,05:00,10288.30,1348.49,1870.87,912.29,11874.53,2987.48,5867.49,1128.70,36278.15,N
08/06/2014,06:00,10681.20,1395.58,1887.25,928.27,12258.80,3041.07,6025.10,1142.52,37359.78,N
08/06/2014,07:00,11212.20,1488.78,1926.25,976.78,12899.87,3208.10,6369.69,1186.04,39267.70,N
08/06/2014,08:00,11409.23,1549.06,1943.19,994.28,13276.20,3243.58,6502.54,1209.67,40127.75,N
08/06/2014,09:00,12134.02,1661.80,1978.49,1049.78,14018.31,3436.67,6826.97,1245.57,42351.61,N
08/06/2014,10:00,13152.09,1812.92,2062.55,1113.76,15218.52,3761.35,7387.85,1328.84,45837.88,N
08/06/2014,11:00,14161.67,1914.64,2149.82,1208.72,16621.81,4140.43,8074.99,1424.71,49696.78,N
08/06/2014,12:00,15129.07,2051.08,2235.87,1286.16,17975.26,4477.68,8754.89,1559.89,53469.90,N
08/06/2014,13:00,15855.90,2153.76,2305.96,1359.23,19220.19,4776.88,9368.71,1660.14,56700.77,N
08/06/2014,14:00,16571.83,2274.20,2388.07,1422.53,20355.77,5036.07,9926.39,1763.50,59738.36,N
08/06/2014,15:00,17095.84,2350.28,2481.01,1484.44,21341.06,5211.05,10431.86,1853.68,62249.21,N
08/06/2014,16:00,17213.29,2397.31,2528.17,1507.97,21887.50,5292.66,10818.51,1918.15,63563.54,N
08/06/2014,17:00,17261.14,2432.13,2555.69,1532.20,22114.68,5275.99,11013.34,1933.32,64118.48,N
08/06/2014,18:00,17083.79,2390.54,2555.83,1521.16,22115.96,5176.00,11088.13,1942.85,63874.25,N
08/06/2014,19:00,16550.73,2344.36,2533.95,1507.70,21575.60,4994.60,10935.04,1907.49,62349.46,N
08/06/2014,20:00,15934.90,2232.35,2490.86,1444.06,20582.04,4768.30,10520.93,1851.81,59825.26,N
08/06/2014,21:00,15620.88,2136.47,2430.07,1378.98,19745.35,4652.98,10090.50,1765.86,57821.07,N
08/06/2014,22:00,15059.09,2081.21,2388.22,1317.79,18898.71,4550.53,9725.59,1691.37,55712.51,N
08/06/2014,23:00,14033.79,1916.58,2295.47,1237.38,17405.19,4269.20,9031.53,1571.31,51760.45,N
08/06/2014,24:00,13061.94,1763.22,2180.26,1124.20,15689.96,3921.59,8191.20,1473.28,47405.66,N
