OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
11/29/2014,01:00,8061.27,1007.43,1866.63,789.48,8302.25,2093.47,4376.18,1048.41,27545.12,N
11/29/2014,02:00,7850.69,968.60,1853.44,774.24,7964.78,1996.37,4186.03,1023.62,26617.78,N
11/29/2014,03:00,7698.54,946.11,1852.83,768.89,7886.27,1926.30,4091.39,1015.72,26186.06,N
11/29/2014,04:00,7643.58,942.95,1853.95,769.19,7867.79,1894.36,4084.65,1019.66,26076.14,N
11/29/2014,05:00,7682.09,957.44,1862.67,785.45,7945.40,1905.90,4093.23,1035.92,26268.12,N
11/29/2014,06:00,7821.61,987.13,1885.18,833.02,8198.59,1962.16,4146.52,1066.18,26900.39,N
11/29/2014,07:00,8090.77,1026.27,1910.97,956.12,8572.49,2040.38,4378.74,1114.69,28090.43,N
11/29/2014,08:00,8191.32,1075.98,1925.14,982.31,8940.43,2070.05,4571.52,1152.78,28909.53,N
11/29/2014,09:00,8566.23,1138.84,1921.92,1007.76,9303.82,2189.56,4728.37,1172.56,30029.04,N
11/29/2014,10:00,8930.38,1159.49,1916.78,1029.31,9526.61,2309.72,4880.93,1157.96,30911.18,N
11/29/2014,11:00,9244.17,1176.87,1913.97,1020.94,9692.35,2417.85,4963.83,1134.00,31563.98,N
11/29/2014,12:00,9431.71,1182.86,1902.86,954.65,9781.31,2493.00,5012.11,1116.71,31875.22,N
11/29/2014,13:00,9515.85,1160.22,1895.14,962.35,9670.64,2529.20,5015.08,1085.52,31833.99,N
11/29/2014,14:00,9508.24,1170.98,1878.24,971.43,9514.19,2546.93,4968.05,1070.12,31628.20,N
11/29/2014,15:00,9482.64,1183.71,1875.11,957.67,9459.13,2554.57,4923.10,1069.91,31505.84,N
11/29/2014,16:00,9421.30,1226.89,1871.48,952.74,9485.96,2554.57,4940.57,1062.10,31515.62,N
11/29/2014,17:00,9371.93,1230.11,1865.65,954.26,9466.51,2533.07,4976.57,1057.77,31455.88,N
11/29/2014,18:00,9731.94,1282.54,1875.64,995.79,9920.20,2562.16,5224.82,1077.12,32670.22,N
11/29/2014,19:00,10023.32,1331.65,1921.22,1026.81,10459.07,2713.81,5524.24,1159.58,34159.70,N
11/29/2014,20:00,9904.42,1316.18,1912.21,1031.28,10344.15,2689.13,5456.91,1163.93,33818.21,N
11/29/2014,21:00,9754.99,1283.31,1904.97,1011.18,10132.97,2630.29,5361.25,1152.33,33231.30,N
11/29/2014,22:00,9553.23,1245.07,1906.27,977.42,9817.92,2544.34,5198.20,1136.47,32378.92,N
11/29/2014,23:00,9224.91,1195.27,1875.11,903.05,9397.91,2436.71,4933.20,1086.41,31052.57,N
11/29/2014,24:00,8777.00,1111.22,1847.07,862.53,8763.90,2297.48,4635.68,1032.59,29327.45,N
