OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
12/10/2015,01:00,8046.71,1206.16,1970.45,529.57,9247.96,2282.45,4466.30,1296.15,29045.75,N
12/10/2015,02:00,7797.52,1179.19,1959.50,526.31,8978.91,2155.28,4278.91,1265.22,28140.84,N
12/10/2015,03:00,7675.59,1159.59,1954.86,528.85,8867.26,2094.53,4210.16,1264.88,27755.71,N
12/10/2015,04:00,7650.36,1157.94,1951.91,542.15,8891.55,2075.44,4191.90,1271.36,27732.61,N
12/10/2015,05:00,7823.31,1187.53,1968.09,567.98,9203.26,2102.40,4278.56,1291.09,28422.21,N
12/10/2015,06:00,8425.29,1275.40,2013.18,620.87,10106.32,2237.99,4636.38,1351.28,30666.70,N
12/10/2015,07:00,9322.40,1437.73,2096.02,709.82,11485.03,2582.21,5326.09,1455.81,34415.11,N
12/10/2015,08:00,9558.89,1453.70,2139.44,771.30,11947.12,2648.88,5582.13,1468.70,35570.17,N
12/10/2015,09:00,9681.13,1431.43,2103.64,760.99,11733.96,2702.93,5535.05,1376.00,35325.12,N
12/10/2015,10:00,9963.06,1446.65,2081.06,702.56,11514.51,2666.46,5584.83,1330.30,35289.42,N
12/10/2015,11:00,10207.32,1419.10,2047.83,712.68,11286.67,2760.69,5591.32,1252.89,35278.50,N
12/10/2015,12:00,10433.87,1416.70,2027.63,641.37,11180.49,2870.98,5572.34,1281.21,35424.60,N
12/10/2015,13:00,10499.66,1395.94,1989.41,611.47,10942.40,2992.52,5590.53,1349.33,35371.26,N
12/10/2015,14:00,10680.64,1391.80,1995.32,692.50,10986.93,3132.53,5693.97,1376.43,35950.13,N
12/10/2015,15:00,10715.27,1411.71,1992.91,788.78,11014.87,3249.89,5757.60,1397.78,36328.80,N
12/10/2015,16:00,10729.32,1408.40,1996.68,821.80,10965.24,3304.06,5816.29,1388.35,36430.13,N
12/10/2015,17:00,10627.85,1395.79,1993.45,820.72,10851.46,3291.17,5806.95,1354.59,36141.98,N
12/10/2015,18:00,10804.65,1429.49,1987.92,845.25,11427.00,3202.99,5981.96,1237.71,36916.96,N
12/10/2015,19:00,11027.97,1533.86,2027.01,878.48,11996.87,3314.73,6305.07,1254.83,38338.84,N
12/10/2015,20:00,10924.35,1488.22,2028.89,920.50,11854.21,3258.90,6236.96,1226.26,37938.29,N
12/10/2015,21:00,10806.11,1472.65,2016.04,967.06,11666.99,3189.55,6138.84,1190.25,37447.50,N
12/10/2015,22:00,10528.91,1408.15,1997.27,961.35,11216.95,3071.14,5829.82,1156.08,36169.67,N
12/10/2015,23:00,9905.43,1304.14,1961.52,921.07,10383.78,2857.17,5352.69,1094.40,33780.19,N
12/10/2015,24:00,9215.26,1195.90,1921.64,856.88,9424.79,2578.85,4825.52,1030.06,31048.89,N
