OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
12/03/2015,01:00,8394.35,1425.12,2058.41,750.67,11050.59,2565.86,5225.78,1298.83,32769.63,N
12/03/2015,02:00,8226.89,1406.43,2048.79,783.91,10834.22,2486.53,5139.86,1315.03,32241.66,N
12/03/2015,03:00,8166.10,1384.40,2065.34,801.90,10844.52,2473.12,5162.57,1323.32,32221.27,N
12/03/2015,04:00,8248.11,1416.50,2071.51,794.06,11102.51,2503.43,5271.06,1355.76,32762.94,N
12/03/2015,05:00,8566.40,1453.79,2082.27,786.80,11648.04,2603.00,5531.40,1441.72,34113.42,N
12/03/2015,06:00,9290.00,1621.92,2138.82,876.98,12814.17,2819.31,6113.81,1521.41,37196.42,N
12/03/2015,07:00,10205.07,1810.44,2224.43,1067.77,14438.40,3248.48,7024.80,1590.89,41610.29,N
12/03/2015,08:00,10401.50,1832.00,2263.12,1133.00,14849.84,3326.98,7205.10,1655.39,42666.94,N
12/03/2015,09:00,10324.40,1775.24,2192.86,1028.52,14077.67,3121.86,6770.93,1572.14,40863.63,N
12/03/2015,10:00,10181.64,1659.64,2146.80,943.81,13237.31,2982.32,6364.78,1466.26,38982.55,N
12/03/2015,11:00,10032.19,1550.48,2102.08,870.99,12610.10,2843.66,6044.89,1331.76,37386.15,N
12/03/2015,12:00,9824.09,1441.82,2034.41,811.72,12016.75,2731.31,5790.49,1240.92,35891.52,N
12/03/2015,13:00,9634.68,1431.64,1994.08,790.08,11472.23,2651.01,5603.74,1203.56,34781.02,N
12/03/2015,14:00,9517.61,1342.14,1996.30,833.07,11179.39,2619.56,5476.16,1165.35,34129.57,N
12/03/2015,15:00,9423.40,1327.43,1988.69,906.73,10863.72,2615.96,5376.76,1141.39,33644.10,N
12/03/2015,16:00,9326.33,1274.93,1980.18,882.04,10710.77,2608.33,5348.96,1130.94,33262.47,N
12/03/2015,17:00,9297.37,1334.01,1978.27,858.00,10908.19,2621.94,5454.49,1140.96,33593.24,N
12/03/2015,18:00,9765.41,1426.54,2001.53,990.43,11568.09,2699.16,5840.96,1166.95,35459.08,N
12/03/2015,19:00,10219.42,1421.27,2086.95,1230.94,12305.85,2971.34,6380.42,1265.55,37881.75,N
12/03/2015,20:00,10308.98,1402.59,2118.81,1375.34,12402.91,3039.22,6508.24,1338.36,38494.45,N
12/03/2015,21:00,10279.79,1309.01,2147.23,1367.15,12492.64,3085.57,6572.32,1476.83,38730.54,N
12/03/2015,22:00,10016.04,1210.16,2139.31,1324.25,12284.34,3057.96,6418.32,1595.39,38045.78,N
12/03/2015,23:00,9449.32,1071.95,2101.35,1326.65,11625.32,2926.10,6074.76,1557.29,36132.74,N
12/03/2015,24:00,8883.35,1001.84,2058.81,1335.28,10847.80,2737.79,5696.88,1487.21,34048.96,N
