OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
12/14/2014,01:00,8049.64,988.93,1813.50,873.61,8657.54,2194.09,4430.71,1053.25,28061.26,N
12/14/2014,02:00,7766.08,942.92,1782.53,849.76,8219.98,2073.33,4186.39,1028.47,26849.46,N
12/14/2014,03:00,7572.06,912.61,1775.71,834.94,7886.23,1996.72,4046.83,1008.58,26033.67,N
12/14/2014,04:00,7454.38,904.70,1714.97,831.42,7726.81,1955.93,3980.52,1019.10,25587.83,N
12/14/2014,05:00,7430.82,907.58,1642.61,830.20,7770.12,1946.31,3972.66,1042.39,25542.70,N
12/14/2014,06:00,7512.59,938.65,1642.62,838.14,7941.53,1964.74,4022.58,1039.18,25900.04,N
12/14/2014,07:00,7722.75,980.85,1658.38,848.22,8279.66,2021.00,4179.67,1011.94,26702.44,N
12/14/2014,08:00,7778.09,1027.28,1670.40,873.67,8682.85,2046.75,4403.13,1027.99,27510.17,N
12/14/2014,09:00,8117.54,1100.25,1645.21,903.45,9373.70,2193.59,4564.94,1011.41,28910.10,N
12/14/2014,10:00,8544.63,1134.62,1622.09,955.02,9970.54,2364.87,4844.43,990.86,30427.06,N
12/14/2014,11:00,8919.51,1149.33,1685.48,946.63,10282.87,2492.42,5014.59,949.40,31440.23,N
12/14/2014,12:00,9162.83,1149.19,1748.29,934.67,10378.35,2591.76,5128.41,995.33,32088.82,N
12/14/2014,13:00,9317.49,1161.14,1776.38,943.32,10351.55,2651.50,5242.19,1085.83,32529.39,N
12/14/2014,14:00,9390.93,1169.22,1904.29,944.10,10227.95,2697.16,5254.53,1106.61,32694.79,N
12/14/2014,15:00,9381.97,1163.40,1892.67,936.23,10162.14,2730.55,5245.83,1109.40,32622.19,N
12/14/2014,16:00,9400.55,1171.61,1885.72,964.54,10136.88,2752.14,5292.24,1111.13,32714.81,N
12/14/2014,17:00,9457.12,1215.28,1882.50,957.02,10246.66,2732.89,5390.22,1115.43,32997.12,N
12/14/2014,18:00,9996.93,1315.59,1912.08,990.82,10980.04,2750.92,5738.06,1102.56,34787.00,N
12/14/2014,19:00,10492.01,1370.03,1989.59,1013.42,11652.19,2991.92,6172.44,1175.92,36857.50,N
12/14/2014,20:00,10465.32,1360.50,1995.21,1007.62,11551.05,3002.14,6161.99,1198.24,36742.07,N
12/14/2014,21:00,10308.22,1331.72,1990.55,996.36,11338.04,2945.66,6027.63,1168.36,36106.54,N
12/14/2014,22:00,10003.94,1288.60,1998.47,979.90,10929.35,2863.24,5796.73,1152.49,35012.72,N
12/14/2014,23:00,9429.95,1188.93,1950.06,892.58,10164.25,2680.79,5377.47,1079.68,32763.71,N
12/14/2014,24:00,8854.59,1047.88,1901.13,853.89,9205.97,2437.94,4858.25,1036.68,30196.34,N
