OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
10/12/2015,01:00,9986.19,1348.17,1923.54,639.02,11573.83,2914.65,5913.04,1389.96,35688.41,N
10/12/2015,02:00,9562.05,1292.25,1882.39,608.83,10935.65,2743.41,5518.37,1347.42,33890.38,N
10/12/2015,03:00,9257.00,1281.77,1853.48,592.73,10477.91,2636.07,5244.56,1303.07,32646.59,N
10/12/2015,04:00,9131.59,1255.33,1833.46,585.86,10205.20,2571.62,5101.46,1259.12,31943.64,N
10/12/2015,05:00,9268.51,1236.53,1830.54,615.99,10188.86,2546.13,5101.55,1215.56,32003.67,N
10/12/2015,06:00,9782.11,1313.74,1849.17,714.06,10699.50,2620.32,5417.18,1169.58,33565.66,N
10/12/2015,07:00,10455.72,1448.93,1903.53,803.15,11601.51,2841.46,5948.41,1198.41,36201.12,N
10/12/2015,08:00,10678.85,1511.39,1956.30,867.62,12110.97,2921.86,6193.74,1207.83,37448.56,N
10/12/2015,09:00,10986.02,1545.14,1955.96,810.87,12458.93,3007.19,6312.07,1275.58,38351.77,N
10/12/2015,10:00,11855.12,1658.26,2005.60,811.49,13384.66,3333.80,6769.62,1393.24,41211.78,N
10/12/2015,11:00,12804.54,1761.09,2070.53,835.31,14554.32,3678.16,7358.21,1550.82,44612.98,N
10/12/2015,12:00,13636.83,1912.64,2122.75,904.63,15644.71,4011.51,7986.35,1671.00,47890.42,N
10/12/2015,13:00,14507.52,2042.35,2170.52,958.63,16764.46,4322.91,8646.08,1739.91,51152.39,N
10/12/2015,14:00,15377.52,2178.50,2226.34,988.74,17941.57,4598.04,9321.48,1829.89,54462.07,N
10/12/2015,15:00,15964.52,2256.76,2270.62,1018.41,18862.18,4774.17,9901.96,1901.38,56950.00,N
10/12/2015,16:00,16324.18,2315.74,2305.00,1027.39,19521.08,4891.68,10295.81,1952.87,58633.73,N
10/12/2015,17:00,16357.23,2314.36,2311.87,1028.72,19742.54,4916.13,10542.34,1939.73,59152.91,N
10/12/2015,18:00,15993.90,2292.88,2290.14,987.62,19466.67,4807.74,10531.18,1899.36,58269.49,N
10/12/2015,19:00,15272.90,2220.81,2222.38,976.49,18474.17,4585.21,10251.00,1764.25,55767.21,N
10/12/2015,20:00,15118.01,2196.78,2166.22,1007.68,17943.62,4512.85,9997.44,1628.00,54570.60,N
10/12/2015,21:00,14614.57,2131.04,2164.02,904.81,17025.08,4420.11,9554.47,1625.04,52439.13,N
10/12/2015,22:00,13853.15,1995.83,2110.08,842.85,15577.26,4169.63,8958.41,1505.20,49012.41,N
10/12/2015,23:00,12796.33,1814.37,2021.26,807.69,13767.71,3838.55,8173.02,1347.56,44566.48,N
10/12/2015,24:00,11773.98,1656.91,1940.21,756.49,12019.43,3493.57,7349.39,1194.10,40184.07,N
