OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
09/09/2014,01:00,11256.31,1549.47,1910.41,957.92,13436.93,3173.38,6681.13,1173.82,40139.37,N
09/09/2014,02:00,10688.78,1464.45,1867.25,919.39,12633.04,2973.31,6245.39,1110.12,37901.72,N
09/09/2014,03:00,10301.83,1424.26,1839.99,904.44,12085.27,2843.92,5923.66,1089.91,36413.28,N
09/09/2014,04:00,10087.05,1395.77,1822.21,899.63,11757.29,2761.26,5742.70,1059.94,35525.85,N
09/09/2014,05:00,10154.36,1363.09,1818.14,898.05,11736.50,2744.51,5684.03,1052.97,35451.66,N
09/09/2014,06:00,10676.58,1447.42,1838.72,950.03,12258.19,2846.94,5949.03,1069.04,37035.95,N
09/09/2014,07:00,11467.61,1583.49,1893.42,996.99,13283.94,3147.34,6517.86,1152.53,40043.18,N
09/09/2014,08:00,11497.35,1596.76,1924.20,1014.76,13550.81,3179.19,6633.31,1159.09,40555.47,N
09/09/2014,09:00,11955.20,1697.70,1931.10,1085.78,14079.94,3290.33,6808.50,1176.68,42025.23,N
09/09/2014,10:00,12877.19,1806.91,1985.60,1118.19,15205.65,3593.78,7289.05,1262.74,45139.12,N
09/09/2014,11:00,13849.91,1957.00,2064.74,1173.71,16683.54,3888.65,7884.83,1369.66,48872.04,N
09/09/2014,12:00,14777.74,2074.90,2156.46,1242.96,18033.41,4188.40,8468.88,1474.07,52416.82,N
09/09/2014,13:00,15600.54,2247.12,2222.80,1328.20,19252.77,4455.77,9069.95,1563.26,55740.40,N
09/09/2014,14:00,16337.38,2352.07,2291.44,1428.48,20362.63,4693.12,9615.11,1665.00,58745.23,N
09/09/2014,15:00,16882.71,2420.10,2357.94,1465.87,21140.21,4844.88,10045.13,1725.53,60882.37,N
09/09/2014,16:00,17146.98,2409.81,2430.94,1499.58,21478.82,4902.28,10394.13,1772.93,62035.48,N
09/09/2014,17:00,17171.91,2375.53,2453.87,1513.71,21634.07,4887.61,10534.73,1809.53,62380.95,N
09/09/2014,18:00,16963.79,2360.78,2451.77,1497.59,21486.55,4801.78,10632.76,1811.97,62006.99,N
09/09/2014,19:00,16341.61,2352.71,2425.36,1452.42,20928.36,4654.42,10480.41,1769.54,60404.82,N
09/09/2014,20:00,15868.56,2299.49,2383.09,1411.54,19989.02,4471.90,10018.87,1700.81,58143.28,N
09/09/2014,21:00,15661.69,2272.47,2361.83,1379.47,19615.41,4463.98,9829.54,1673.32,57257.70,N
09/09/2014,22:00,14793.74,2112.07,2311.45,1285.78,18551.63,4235.05,9264.42,1598.48,54152.61,N
09/09/2014,23:00,13623.95,1889.47,2203.00,1195.74,16916.77,3897.83,8497.56,1483.56,49707.89,N
09/09/2014,24:00,12614.12,1768.23,2111.30,1114.12,15504.98,3540.08,7723.75,1374.12,45750.71,N
