OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
03/18/2014,01:00,8140.29,1239.37,1646.02,817.44,9433.33,2115.68,4425.34,1133.09,28950.55,N
03/18/2014,02:00,7964.98,1233.59,1632.82,809.55,9191.12,2017.55,4337.83,1120.63,28308.06,N
03/18/2014,03:00,7907.76,1243.47,1638.60,807.97,9139.96,1977.86,4300.76,1113.91,28130.29,N
03/18/2014,04:00,7942.42,1264.80,1640.74,812.64,9233.33,1981.04,4347.10,1120.96,28343.02,N
03/18/2014,05:00,8190.16,1317.60,1656.88,838.64,9593.87,2027.44,4479.14,1140.09,29243.82,N
03/18/2014,06:00,8850.80,1419.78,1692.32,894.82,10572.28,2203.11,4982.87,1195.83,31811.81,N
03/18/2014,07:00,9775.35,1583.64,1763.88,986.91,12177.40,2616.11,5864.42,1323.84,36091.55,N
03/18/2014,08:00,10076.11,1671.50,1815.10,1015.38,12845.16,2802.18,6203.30,1374.75,37803.49,N
03/18/2014,09:00,9835.48,1595.78,1799.87,987.22,12197.08,2639.58,5889.32,1315.58,36259.91,N
03/18/2014,10:00,9667.52,1481.02,1788.76,943.44,11692.90,2576.32,5607.75,1253.01,35010.72,N
03/18/2014,11:00,9600.33,1437.13,1786.86,924.75,11369.91,2548.83,5404.93,1224.22,34296.96,N
03/18/2014,12:00,9532.27,1393.66,1781.45,891.29,11025.09,2541.51,5241.51,1222.98,33629.75,N
03/18/2014,13:00,9486.45,1356.10,1758.24,867.06,10740.86,2564.70,5164.55,1232.59,33170.55,N
03/18/2014,14:00,9543.41,1323.33,1777.29,851.48,10599.68,2621.53,5179.40,1249.56,33145.68,N
03/18/2014,15:00,9578.62,1318.91,1790.03,847.10,10515.64,2696.05,5236.45,1242.94,33225.74,N
03/18/2014,16:00,9575.32,1307.41,1793.45,849.98,10477.06,2781.67,5343.60,1249.62,33378.12,N
03/18/2014,17:00,9599.44,1323.58,1802.23,854.09,10598.48,2874.65,5480.17,1269.46,33802.10,N
03/18/2014,18:00,9512.62,1311.26,1804.18,853.23,10667.58,2898.73,5603.39,1279.55,33930.52,N
03/18/2014,19:00,9304.21,1271.40,1805.64,841.93,10652.17,2863.73,5687.40,1263.45,33689.92,N
03/18/2014,20:00,9428.99,1329.70,1800.23,859.29,10811.92,2825.32,5812.93,1246.96,34115.33,N
03/18/2014,21:00,9755.60,1426.29,1827.33,901.91,11400.83,2982.81,6094.45,1264.27,35653.50,N
03/18/2014,22:00,9408.08,1369.87,1804.72,883.62,11050.34,2915.88,5835.82,1256.43,34524.75,N
03/18/2014,23:00,8850.09,1282.75,1771.07,835.15,10146.78,2702.84,5357.38,1177.99,32124.06,N
03/18/2014,24:00,8313.24,1136.96,1718.18,773.88,9144.75,2418.26,4810.63,1105.25,29421.15,N
