OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
06/26/2014,01:00,9724.45,1254.30,1829.62,758.25,10849.02,2824.23,5638.79,1215.46,34094.12,N
06/26/2014,02:00,9331.26,1188.44,1801.38,718.33,10187.57,2660.40,5253.48,1157.05,32297.90,N
06/26/2014,03:00,9055.76,1152.42,1767.12,674.49,9712.30,2559.21,5006.96,1129.82,31058.08,N
06/26/2014,04:00,8949.11,1133.25,1736.00,691.33,9478.77,2499.35,4840.70,1078.01,30406.54,N
06/26/2014,05:00,9051.54,1111.61,1734.48,719.37,9530.44,2497.96,4810.33,1049.32,30505.05,N
06/26/2014,06:00,9604.83,1174.10,1754.36,735.67,10067.01,2585.32,5073.25,1055.64,32050.18,N
06/26/2014,07:00,10202.84,1269.53,1776.04,766.99,10892.84,2731.96,5579.57,1107.40,34327.17,N
06/26/2014,08:00,10552.54,1341.08,1812.20,815.94,11418.43,2803.31,5818.52,1125.69,35687.72,N
06/26/2014,09:00,11147.25,1409.61,1860.79,864.15,12042.93,2944.53,6028.51,1163.38,37461.14,N
06/26/2014,10:00,11976.69,1491.49,1912.59,877.09,12778.66,3135.87,6368.51,1319.63,39860.53,N
06/26/2014,11:00,12705.10,1592.96,2005.41,894.48,13710.62,3465.40,6750.76,1396.59,42521.31,N
06/26/2014,12:00,12714.25,1681.71,2079.28,930.56,14660.73,3699.74,7174.25,1480.18,44420.71,N
06/26/2014,13:00,12466.80,1778.80,2121.15,978.10,15445.26,3873.45,7432.43,1578.37,45674.37,N
06/26/2014,14:00,12591.08,1888.94,2185.44,1028.10,16217.41,4113.57,7657.46,1687.20,47369.19,N
06/26/2014,15:00,12758.96,1930.12,2249.86,1077.87,16934.37,4303.96,8070.06,1752.35,49077.56,N
06/26/2014,16:00,12878.15,1941.01,2309.35,1114.37,17535.42,4360.74,8489.47,1801.00,50429.51,N
06/26/2014,17:00,12875.38,1904.16,2354.33,1139.26,18002.82,4314.33,8854.32,1846.23,51290.82,N
06/26/2014,18:00,12588.51,1859.05,2350.54,1118.35,18123.56,4216.46,9013.44,1867.08,51137.00,N
06/26/2014,19:00,12159.83,1784.24,2327.19,1112.30,17762.21,4057.36,8948.63,1845.62,49997.37,N
06/26/2014,20:00,11975.84,1717.06,2300.02,1058.04,17029.76,3898.77,8586.84,1805.52,48371.85,N
06/26/2014,21:00,11970.39,1683.41,2243.89,1009.50,16219.93,3801.53,8279.42,1735.96,46944.02,N
06/26/2014,22:00,12011.68,1654.29,2208.05,1007.55,15810.18,3778.38,8055.30,1678.26,46203.70,N
06/26/2014,23:00,11397.92,1513.75,2133.35,974.41,14599.36,3559.12,7424.71,1604.34,43206.97,N
06/26/2014,24:00,10602.89,1363.50,2035.71,784.30,13189.86,3262.33,6710.94,1563.20,39512.73,N
