OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
05/23/2015,01:00,10283.16,1129.45,1824.78,678.35,8953.68,2900.39,5598.21,1060.58,32428.61,N
05/23/2015,02:00,9872.63,1071.85,1793.94,661.31,8536.25,2741.00,5250.36,1032.55,30959.89,N
05/23/2015,03:00,9634.81,1032.09,1775.96,640.33,8269.38,2611.96,5019.15,1023.68,30007.36,N
05/23/2015,04:00,9488.49,1011.32,1756.62,604.07,8102.68,2529.10,4845.98,1030.46,29368.73,N
05/23/2015,05:00,9437.49,1003.80,1771.04,642.79,8107.07,2495.14,4838.77,990.35,29286.45,N
05/23/2015,06:00,9538.25,1018.16,1763.48,653.44,8258.92,2515.41,4896.27,1001.72,29645.65,N
05/23/2015,07:00,9641.71,1054.44,1759.68,625.37,8571.54,2572.09,5032.40,1063.32,30320.53,N
05/23/2015,08:00,9868.88,1094.80,1761.60,611.19,8932.20,2627.51,5192.81,1111.85,31200.85,N
05/23/2015,09:00,10625.20,1183.63,1798.68,651.03,9658.95,2851.50,5575.86,1173.23,33518.08,N
05/23/2015,10:00,11561.65,1277.40,1858.27,719.35,10380.95,3152.16,5980.89,1211.95,36142.62,N
05/23/2015,11:00,12499.40,1388.00,1901.85,722.16,10919.70,3413.57,6423.58,1278.31,38546.58,N
05/23/2015,12:00,13259.30,1487.90,1938.73,753.63,11273.80,3615.84,6882.30,1296.41,40507.90,N
05/23/2015,13:00,13606.13,1559.31,1968.61,764.78,11472.54,3740.86,7218.02,1305.66,41635.90,N
05/23/2015,14:00,13603.47,1610.74,1965.96,780.99,11573.63,3653.78,7423.62,1338.95,41951.12,N
05/23/2015,15:00,13385.51,1641.65,1995.74,796.63,11763.85,3703.09,7310.74,1347.78,41944.99,N
05/23/2015,16:00,13327.12,1630.64,1985.72,805.65,12146.62,3779.56,6837.69,1342.10,41855.10,N
05/23/2015,17:00,13171.65,1582.55,1849.60,825.33,12019.96,3841.90,6581.07,1334.72,41206.79,N
05/23/2015,18:00,12984.19,1548.71,1762.66,850.28,11712.61,3816.90,6505.91,1334.63,40515.89,N
05/23/2015,19:00,12799.99,1516.55,1756.78,846.54,11406.41,3714.90,6426.91,1246.70,39714.79,N
05/23/2015,20:00,12494.72,1474.36,1834.23,834.23,11214.33,3574.28,6400.95,1141.52,38968.61,N
05/23/2015,21:00,12561.01,1486.67,1819.65,829.50,11192.72,3533.60,6288.80,1123.42,38835.37,N
05/23/2015,22:00,12405.81,1455.16,1819.38,864.41,11027.52,3449.85,5935.88,1008.38,37966.39,N
05/23/2015,23:00,11930.76,1371.03,1804.11,820.90,10597.66,3259.08,5463.02,957.27,36203.83,N
05/23/2015,24:00,11317.34,1280.45,1713.45,724.15,9973.60,3038.27,5040.17,958.07,34045.49,N
