OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
08/23/2014,01:00,12294.26,1779.23,2014.59,1074.29,14877.34,3486.63,7436.44,1335.18,44297.95,N
08/23/2014,02:00,11622.90,1678.99,1948.06,1021.28,13897.01,3285.87,6909.11,1273.48,41636.69,N
08/23/2014,03:00,11083.07,1585.14,1897.30,980.04,13177.53,3118.63,6521.88,1206.73,39570.32,N
08/23/2014,04:00,10696.07,1503.60,1871.43,949.76,12539.29,3003.23,6196.51,1159.38,37919.26,N
08/23/2014,05:00,10496.98,1453.86,1839.05,930.59,12153.21,2929.47,6000.97,1130.17,36934.31,N
08/23/2014,06:00,10550.98,1452.81,1831.29,940.17,12060.50,2924.05,5994.50,1117.25,36871.54,N
08/23/2014,07:00,10757.16,1476.47,1841.66,947.25,12139.05,2988.19,6118.23,1120.99,37389.00,N
08/23/2014,08:00,10902.80,1504.08,1850.32,943.59,12200.66,2988.48,6199.10,1123.74,37712.77,N
08/23/2014,09:00,11851.70,1631.46,1896.47,1012.56,13167.83,3233.63,6640.39,1184.62,40618.67,N
08/23/2014,10:00,13058.21,1777.87,1963.77,1101.04,14653.38,3624.43,7250.08,1291.68,44720.46,N
08/23/2014,11:00,14291.15,1948.56,2045.13,1189.63,16081.06,3997.32,7939.33,1388.42,48880.60,N
08/23/2014,12:00,15400.61,2085.17,2131.69,1271.17,17398.21,4331.12,8630.15,1498.14,52746.25,N
08/23/2014,13:00,16625.67,2206.35,2190.83,1343.87,18639.54,4610.65,9242.94,1675.85,56535.69,N
08/23/2014,14:00,17249.06,2325.19,2248.80,1397.12,19558.44,4837.70,9788.19,1749.13,59153.63,N
08/23/2014,15:00,17582.27,2414.64,2304.71,1454.25,20365.46,4972.67,10232.73,1790.50,61117.25,N
08/23/2014,16:00,17719.99,2496.28,2356.19,1480.46,20902.36,5027.41,10586.50,1821.43,62390.63,N
08/23/2014,17:00,17271.77,2521.99,2394.74,1492.42,21229.74,5010.67,10833.38,1864.97,62619.68,N
08/23/2014,18:00,17025.81,2492.81,2395.25,1484.08,21178.11,4926.30,10854.71,1870.44,62227.50,N
08/23/2014,19:00,16545.78,2374.88,2376.25,1446.19,20569.88,4760.38,10658.75,1832.37,60564.49,N
08/23/2014,20:00,15871.78,2313.76,2321.17,1378.40,19572.03,4531.00,10170.23,1750.19,57908.55,N
08/23/2014,21:00,15570.22,2243.41,2275.51,1337.86,18892.90,4465.90,9932.57,1648.12,56366.48,N
08/23/2014,22:00,14899.74,2138.53,2258.76,1270.71,18027.68,4317.92,9518.60,1555.10,53987.04,N
08/23/2014,23:00,14004.19,2007.72,2194.36,1198.37,16773.40,4075.03,8854.54,1466.30,50573.92,N
08/23/2014,24:00,13083.37,1861.57,2116.63,1130.35,15523.73,3815.63,8120.79,1375.82,47027.88,N
