OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
06/17/2014,01:00,11983.56,1530.98,1960.77,997.76,13210.48,3333.97,6841.00,1275.62,41134.14,N
06/17/2014,02:00,11422.02,1441.28,1915.34,960.65,12379.10,3124.68,6417.25,1217.29,38877.61,N
06/17/2014,03:00,11152.20,1385.81,1877.39,921.21,11728.36,2998.36,6175.67,1187.24,37426.23,N
06/17/2014,04:00,11020.76,1382.06,1849.97,906.16,11407.92,2905.86,5974.55,1158.89,36606.17,N
06/17/2014,05:00,11101.75,1402.14,1827.46,904.90,11390.21,2867.60,5894.71,1149.34,36538.11,N
06/17/2014,06:00,11584.35,1437.31,1848.60,914.26,11856.63,2943.86,6105.64,1181.76,37872.42,N
06/17/2014,07:00,11984.77,1535.84,1880.27,942.81,12543.63,3090.72,6502.43,1231.88,39712.36,N
06/17/2014,08:00,12268.70,1560.81,1912.23,984.17,13139.67,3223.67,6737.83,1268.99,41096.07,N
06/17/2014,09:00,12964.73,1621.66,1946.01,1037.08,13822.65,3383.78,7046.24,1327.11,43149.25,N
06/17/2014,10:00,13822.64,1762.35,2002.92,1098.05,14805.86,3584.32,7421.95,1385.68,45883.77,N
06/17/2014,11:00,14739.14,1877.93,2088.65,1167.12,15888.30,3848.85,7891.33,1458.29,48959.59,N
06/17/2014,12:00,15513.48,2017.24,2154.27,1201.48,16870.19,4128.56,8302.11,1517.93,51705.26,N
06/17/2014,13:00,15995.72,2115.01,2204.86,1258.22,17689.41,4363.17,8689.07,1558.81,53874.26,N
06/17/2014,14:00,16440.96,2215.23,2296.85,1317.85,18333.33,4621.48,9092.31,1605.86,55923.87,N
06/17/2014,15:00,16811.81,2263.68,2368.54,1346.60,18761.60,4747.02,9440.84,1653.23,57393.31,N
06/17/2014,16:00,17052.30,2374.36,2405.20,1350.96,19124.84,4785.36,9682.06,1691.26,58466.35,N
06/17/2014,17:00,17093.87,2498.67,2430.80,1362.06,19420.26,4862.63,9761.99,1713.54,59143.83,N
06/17/2014,18:00,16810.81,2372.23,2424.08,1352.10,19516.52,4753.98,9749.62,1706.42,58685.77,N
06/17/2014,19:00,16099.53,2273.87,2380.23,1340.18,19165.54,4568.49,9619.06,1690.81,57137.70,N
06/17/2014,20:00,15374.19,2194.10,2316.14,1310.02,18477.70,4356.34,9167.77,1648.28,54844.54,N
06/17/2014,21:00,14825.07,2262.97,2284.82,1253.66,17719.82,4268.40,8863.50,1586.34,53064.59,N
06/17/2014,22:00,14454.03,2135.61,2204.39,1227.48,17414.55,4224.24,8664.55,1567.67,51892.53,N
06/17/2014,23:00,13575.91,1940.27,2076.02,1175.13,16171.24,3980.40,8022.52,1464.86,48406.33,N
06/17/2014,24:00,12697.82,1684.97,1934.87,1074.79,14751.57,3694.91,7256.59,1334.48,44430.01,N
