OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
10/17/2015,01:00,9102.66,1172.42,1874.00,662.45,9425.48,2822.55,5315.66,1044.57,31419.80,N
10/17/2015,02:00,8672.53,1108.59,1843.06,661.79,8772.26,2654.28,4914.21,978.15,29604.87,N
10/17/2015,03:00,8359.83,1061.51,1822.36,663.42,8353.20,2530.93,4657.57,931.84,28380.67,N
10/17/2015,04:00,8119.57,1030.36,1814.39,663.03,8069.78,2449.60,4461.27,915.03,27523.04,N
10/17/2015,05:00,7996.55,1013.74,1817.21,660.88,7963.83,2412.03,4376.09,907.02,27147.35,N
10/17/2015,06:00,8006.34,1019.14,1821.79,676.80,8088.47,2436.87,4412.10,914.16,27375.68,N
10/17/2015,07:00,8177.84,1044.60,1833.98,699.16,8437.28,2510.88,4534.27,934.72,28172.73,N
10/17/2015,08:00,8292.74,1086.78,1858.74,731.00,8826.87,2559.43,4752.10,967.51,29075.17,N
10/17/2015,09:00,8536.06,1140.61,1868.56,743.72,9193.81,2645.68,4948.06,987.58,30064.07,N
10/17/2015,10:00,9011.47,1211.52,1908.69,781.02,9748.30,2879.37,5288.69,1025.22,31854.28,N
10/17/2015,11:00,9488.30,1265.13,1935.59,797.64,10171.10,3141.24,5616.82,1072.76,33488.58,N
10/17/2015,12:00,9928.33,1302.85,1971.76,807.21,10470.00,3415.59,5974.40,1116.80,34986.96,N
10/17/2015,13:00,10336.30,1341.01,2009.53,801.23,10788.75,3664.11,6333.69,1174.69,36449.33,N
10/17/2015,14:00,10767.91,1391.37,2038.63,828.23,11100.13,3850.44,6698.21,1224.93,37899.85,N
10/17/2015,15:00,11129.41,1444.09,2057.15,859.41,11384.58,3976.32,7110.64,1275.10,39236.70,N
10/17/2015,16:00,11520.59,1488.35,2079.06,878.67,11731.35,4035.86,7465.44,1314.43,40513.76,N
10/17/2015,17:00,11752.98,1498.90,2098.44,891.99,11997.90,4025.22,7690.99,1349.40,41305.81,N
10/17/2015,18:00,11626.82,1483.22,2082.86,878.96,11925.15,3931.74,7648.79,1342.51,40920.06,N
10/17/2015,19:00,11150.15,1439.34,2050.18,828.03,11578.14,3735.43,7329.59,1333.75,39444.60,N
10/17/2015,20:00,11077.41,1450.90,2043.34,753.55,11639.74,3684.88,7137.60,1405.52,39192.93,N
10/17/2015,21:00,10695.30,1409.93,2040.51,646.98,11281.30,3596.47,6829.31,1501.27,38001.06,N
10/17/2015,22:00,10170.93,1331.01,2014.01,557.24,10743.01,3418.19,6437.95,1537.78,36210.11,N
10/17/2015,23:00,9542.03,1252.01,1974.25,528.47,10038.63,3231.96,5994.06,1437.95,33999.36,N
10/17/2015,24:00,8910.45,1135.11,1921.76,554.34,9247.91,3016.33,5437.65,1305.08,31528.62,N
