OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
05/01/2014,01:00,7852.09,929.04,1653.01,694.96,8369.12,2194.05,4277.08,903.99,26873.34,N
05/01/2014,02:00,7578.76,905.70,1633.52,687.38,8054.80,2058.59,4066.91,878.08,25863.74,N
05/01/2014,03:00,7419.44,865.59,1623.32,691.27,7869.61,1980.37,3922.57,869.54,25241.71,N
05/01/2014,04:00,7354.24,856.32,1618.84,691.12,7824.16,1941.04,3842.11,872.48,25000.31,N
05/01/2014,05:00,7486.34,913.94,1630.00,703.20,8044.79,1946.02,3918.28,878.46,25521.03,N
05/01/2014,06:00,7950.00,1011.67,1668.07,754.03,8807.74,2060.22,4243.59,922.61,27417.92,N
05/01/2014,07:00,8631.95,1230.87,1736.65,844.62,10159.18,2361.34,4874.91,1016.91,30856.42,N
05/01/2014,08:00,8734.94,1248.37,1780.56,852.29,10659.17,2440.68,5024.07,1028.59,31768.66,N
05/01/2014,09:00,8952.66,1289.78,1780.93,827.00,10561.73,2424.23,5023.74,1026.74,31886.82,N
05/01/2014,10:00,9241.83,1334.83,1801.20,827.72,10610.21,2489.81,5131.90,1038.33,32475.84,N
05/01/2014,11:00,9510.80,1371.59,1811.23,832.31,10686.84,2560.76,5285.14,1031.82,33090.49,N
05/01/2014,12:00,9661.53,1367.63,1805.72,821.22,10739.25,2615.70,5361.04,1025.16,33397.26,N
05/01/2014,13:00,9753.84,1383.96,1802.94,815.97,10742.97,2647.52,5404.25,1028.72,33580.16,N
05/01/2014,14:00,9873.21,1414.96,1817.08,819.76,10818.45,2705.57,5500.89,1049.33,33999.23,N
05/01/2014,15:00,9875.59,1448.73,1833.75,821.19,10823.47,2743.49,5601.47,1073.10,34220.78,N
05/01/2014,16:00,9867.06,1436.70,1834.58,820.22,10908.80,2790.92,5766.20,1087.30,34511.76,N
05/01/2014,17:00,9914.89,1468.46,1832.69,829.49,11040.39,2802.14,5908.92,1096.66,34893.65,N
05/01/2014,18:00,9793.46,1459.04,1806.23,827.15,11071.41,2774.85,5999.06,1087.02,34818.22,N
05/01/2014,19:00,9533.84,1422.98,1791.53,816.32,10944.32,2723.36,5921.38,1084.66,34238.39,N
05/01/2014,20:00,9482.70,1384.37,1790.79,815.56,10834.94,2687.14,5836.44,1074.96,33906.90,N
05/01/2014,21:00,9812.97,1450.08,1807.28,844.42,11273.05,2831.51,6005.24,1093.59,35118.13,N
05/01/2014,22:00,9597.50,1425.11,1833.60,835.80,11113.02,2832.62,5890.72,1081.58,34609.95,N
05/01/2014,23:00,8912.37,1261.30,1776.73,812.14,10199.36,2628.53,5373.02,1006.23,31969.68,N
05/01/2014,24:00,8166.93,1129.65,1719.86,732.07,9170.08,2343.50,4742.97,923.34,28928.40,N
