OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
12/17/2015,01:00,8162.43,1337.36,2095.81,855.51,11108.50,2303.39,5263.04,1209.45,32335.49,N
12/17/2015,02:00,7980.62,1321.01,2085.27,849.14,10918.02,2222.83,5164.65,1221.23,31762.78,N
12/17/2015,03:00,7914.85,1329.49,2090.48,899.93,10994.85,2166.00,5158.96,1223.10,31777.68,N
12/17/2015,04:00,7986.92,1348.95,2106.34,914.19,11248.16,2159.18,5267.14,1287.91,32318.79,N
12/17/2015,05:00,8253.87,1411.82,2117.69,921.71,11743.18,2208.85,5527.12,1338.78,33523.02,N
12/17/2015,06:00,8946.34,1546.99,2170.01,974.26,12949.70,2386.79,6123.22,1437.92,36535.23,N
12/17/2015,07:00,9920.49,1765.37,2273.74,1050.48,14733.57,2790.01,7035.93,1616.10,41185.69,N
12/17/2015,08:00,10221.84,1804.13,2323.66,1029.24,15355.83,2894.10,7299.83,1729.02,42657.66,N
12/17/2015,09:00,10223.59,1731.71,2275.62,962.30,14611.99,2794.97,6933.26,1696.65,41230.09,N
12/17/2015,10:00,10186.23,1613.85,2228.65,961.28,13709.05,2741.79,6506.56,1555.06,39502.49,N
12/17/2015,11:00,10102.50,1513.40,2194.30,1007.77,12920.03,2678.12,6140.67,1386.81,37943.58,N
12/17/2015,12:00,9963.78,1471.62,2160.87,971.07,12265.69,2604.70,5855.69,1347.51,36640.94,N
12/17/2015,13:00,9786.27,1409.52,2127.36,872.49,11766.35,2551.65,5609.81,1355.31,35478.77,N
12/17/2015,14:00,9715.76,1374.33,2096.88,779.01,11458.96,2541.30,5472.83,1413.07,34852.14,N
12/17/2015,15:00,9640.69,1335.96,2076.33,715.47,11199.91,2548.69,5420.12,1409.39,34346.57,N
12/17/2015,16:00,9598.07,1320.24,2064.44,701.06,11013.42,2558.16,5427.14,1348.98,34031.51,N
12/17/2015,17:00,9566.73,1339.55,2065.12,689.00,11088.01,2573.98,5479.96,1349.76,34152.11,N
12/17/2015,18:00,9919.46,1457.52,2090.92,760.05,11969.30,2620.23,5778.46,1408.34,36004.28,N
12/17/2015,19:00,10363.05,1565.76,2185.96,901.17,12927.42,2862.98,6342.63,1484.57,38633.55,N
12/17/2015,20:00,10347.83,1587.38,2222.17,946.84,13172.46,2904.94,6437.74,1511.13,39130.50,N
12/17/2015,21:00,10303.11,1606.60,2237.77,959.41,13357.82,2929.52,6491.97,1524.36,39410.55,N
12/17/2015,22:00,10079.04,1589.67,2236.11,976.18,13288.79,2899.69,6365.55,1460.67,38895.72,N
12/17/2015,23:00,9625.30,1513.87,2200.99,922.38,12674.27,2778.06,6020.41,1406.48,37141.77,N
12/17/2015,24:00,9068.82,1425.46,2164.65,897.68,11940.77,2587.39,5645.07,1321.64,35051.49,N
