OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
08/05/2014,01:00,11346.04,1568.44,1976.46,931.71,12567.74,3284.33,6762.64,1244.15,39681.49,N
08/05/2014,02:00,10770.59,1476.54,1915.80,878.69,11641.30,3062.96,6256.36,1166.15,37168.39,N
08/05/2014,03:00,10330.08,1404.29,1877.96,844.36,11056.97,2909.65,5895.75,1122.87,35441.93,N
08/05/2014,04:00,10095.53,1369.11,1847.99,833.75,10686.93,2792.29,5643.72,1081.81,34351.13,N
08/05/2014,05:00,10153.31,1358.89,1837.77,825.46,10555.44,2745.98,5541.93,1065.38,34084.16,N
08/05/2014,06:00,10562.36,1413.92,1855.86,841.16,10991.84,2775.94,5710.95,1089.97,35242.01,N
08/05/2014,07:00,11077.55,1526.21,1894.97,881.60,11723.29,2924.81,6063.67,1121.85,37213.94,N
08/05/2014,08:00,11245.46,1580.50,1902.70,905.24,12118.82,2973.44,6221.73,1151.61,38099.50,N
08/05/2014,09:00,12008.15,1640.93,1951.60,972.65,13007.12,3203.59,6616.17,1204.23,40604.44,N
08/05/2014,10:00,13076.77,1802.39,2030.11,1093.90,14212.17,3565.24,7229.58,1279.31,44289.46,N
08/05/2014,11:00,14042.99,1945.10,2103.78,1248.78,15597.84,3956.71,7883.91,1376.21,48155.32,N
08/05/2014,12:00,14936.78,2068.99,2184.80,1345.01,17087.91,4327.92,8547.88,1494.68,51993.98,N
08/05/2014,13:00,15672.22,2149.20,2263.55,1412.98,18320.59,4645.42,9156.44,1597.51,55217.92,N
08/05/2014,14:00,16151.44,2260.18,2327.30,1472.40,19493.51,4913.73,9720.69,1704.28,58043.54,N
08/05/2014,15:00,16290.95,2419.40,2375.70,1529.73,20256.22,5082.51,10197.51,1773.51,59925.53,N
08/05/2014,16:00,16245.03,2440.29,2431.66,1564.33,20895.26,5166.14,10550.11,1829.80,61122.63,N
08/05/2014,17:00,16425.35,2464.66,2471.92,1581.25,21122.51,5172.63,10785.74,1858.08,61882.14,N
08/05/2014,18:00,16393.64,2416.74,2461.34,1577.45,21070.33,5055.82,10811.30,1840.47,61627.09,N
08/05/2014,19:00,15711.70,2339.20,2437.55,1541.91,20427.14,4875.19,10641.14,1809.89,59783.72,N
08/05/2014,20:00,15022.00,2226.05,2402.05,1474.24,19355.60,4661.18,10221.07,1744.07,57106.26,N
08/05/2014,21:00,14720.03,2191.85,2331.70,1306.23,18531.02,4544.16,9852.02,1674.63,55151.64,N
08/05/2014,22:00,14208.80,2107.87,2292.56,1250.16,17674.73,4422.92,9467.87,1607.96,53032.86,N
08/05/2014,23:00,13247.67,1933.23,2207.16,1160.17,16239.20,4135.74,8751.41,1482.69,49157.27,N
08/05/2014,24:00,12274.25,1732.36,2095.52,1062.23,14808.68,3770.83,7933.17,1366.22,45043.27,N
